case_id,dataset_id,input,reference,full_output,q4_output,full_error,q4_error,both_completed,identical_raw_output,full_exact_match,q4_exact_match,full_edit_similarity,q4_edit_similarity,delta_edit_similarity,full_chrf,q4_chrf,delta_chrf,full_wer,q4_wer,delta_wer,full_seconds,full_tokens_per_second,full_finish_reason,q4_seconds,q4_tokens_per_second,q4_finish_reason
V11,voiceink-validation,the search index skipped records with emoji in the title reprocessing succeeds after unicode normalization form c is applied period existing records need back filling,The search index skipped records with emoji in the title. Reprocessing succeeds after Unicode Normalization Form C is applied. Existing records need backfilling.,The search index skipped records with emoji in the title. Reprocessing succeeds after Unicode normalization (form C) is applied. Existing records need back-filling.,The search index skipped records with emoji in the title. Reprocessing succeeds after Unicode normalization is applied. Existing records need backfilling.,,,True,False,False,False,0.9784615384615385,0.9714285714285714,-0.007032967032967075,0.8840035492542944,0.9134653398525647,0.029461790598270365,0.17391304347826086,0.13043478260869565,-0.043478260869565216,0.6605760000002192,46.92874097755551,stop,0.37622458300029393,71.76564536182609,stop
V12,voiceink-validation,paragraph break the tablet layout is usable in portrait period in landscape the sticky footer overlaps the final form field by twenty four pixels period rotation does not recalculate it,"The tablet layout is usable in portrait. In landscape, the sticky footer overlaps the final form field by 24 pixels. Rotation does not recalculate it.",The tablet layout is usable in portrait and landscape. The sticky footer overlaps the final form field by 24 pixels. Rotation does not recalculate it.,The tablet layout is usable in portrait mode in landscape mode. The sticky footer overlaps the final form field by 24 pixels. Rotation does not recalculate it.,,,True,False,False,False,0.9733333333333334,0.9449838187702265,-0.02834951456310686,0.9027577914451161,0.8970694299688404,-0.005688361476275716,0.16,0.24,0.07999999999999999,0.6273594579997734,49.41345763533734,stop,0.44465791699985857,74.21435386252325,stop
V13,voiceink-validation,can you check whether the variance calculation uses n or n minus one results differ from the published table by point zero three before correcting the published appendix,Can you check whether the variance calculation uses n or n−1? Results differ from the published table by 0.03. Check this before correcting the published appendix.,Can you check whether the variance calculation uses n or n minus one? Results differ from the published table by 0.3 before correcting the published appendix.,Can you check whether the variance calculation uses n or n minus one results differ from the published table by 0.3 before correcting the published appendix?,,,True,False,False,False,0.9221183800623052,0.90625,-0.015868380062305176,0.8516110385088289,0.8158412881377332,-0.035769750371095754,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.655062541999996,47.32372561763757,stop,0.3749451660005434,80.01169963065085,stop
V14,voiceink-validation,during the quarterly structural survey inspection at pier two found minor scaling above the water line comma no exposed reinforcement and no measurable change since march,"During the quarterly structural survey, inspection at Pier 2 found minor scaling above the waterline, no exposed reinforcement, and no measurable change since March.","During the quarterly structural survey inspection at Pier Two, found minor scaling above the water line, no exposed reinforcement, and no measurable change since March.","During the quarterly structural survey inspection at Pier Two, found minor scaling above the water line, no exposed reinforcement, and no measurable change since March.",,,True,True,False,False,0.978978978978979,0.978978978978979,0.0,0.9227448467995751,0.9227448467995751,0.0,0.16666666666666666,0.16666666666666666,0.0,0.6234821660000307,46.51295831932195,stop,0.377550125000198,76.81099297738224,stop
V15,voiceink-validation,thirty minute discharge test reading colon battery bank voltage was twenty five point six at rest comma then dropped to twenty two point nine under inverter load,"30-minute discharge-test reading: Battery-bank voltage was 25.6 at rest, then dropped to 22.9 under inverter load.","Thirty-minute discharge test reading:
- Battery bank voltage at rest: 25.6 V
- Battery bank voltage under inverter load: 22.9 V","Thirty-minute discharge test reading: Battery bank voltage was 25.6V at rest, then dropped to 22.9V under inverter load.",,,True,False,False,False,0.7302904564315353,0.94017094017094,0.2098804837394047,0.5407612952762484,0.794446151070333,0.2536848557940846,1.0,0.4375,-0.5625,0.7481411660000958,48.11926095775806,stop,0.47193725000033737,69.92455035065872,stop
V16,voiceink-validation,dear nina before the accessibility review meeting note that the attached screen reader transcript timestamps correspond to build one eighty four not the latest beta,"Dear Nina,

Before the accessibility-review meeting, note that the attached screen-reader transcript timestamps correspond to Build 184, not the latest beta.","Dear Nina,

Before the accessibility review meeting, note that the attached screen reader transcript timestamps correspond to build 1.84, not the latest beta.","Dear Nina,

Before the accessibility review meeting, note that the attached screen reader transcript timestamps correspond to build 184, not the latest beta.",,,True,False,False,False,0.9777777777777777,0.9808917197452228,0.0031139419674450775,0.8680909552798406,0.8934070470681518,0.02531609178831118,0.2857142857142857,0.23809523809523808,-0.047619047619047616,0.690527917000054,46.34135595707928,stop,0.4166983329996583,74.3943460892737,stop
V17,voiceink-validation,dear garden club saturdays seed swap moves indoors to room four because rain is likely period label packets with variety and harvest year cheers comma monica,"Dear Garden Club,

Saturday’s seed swap moves indoors to Room 4 because rain is likely. Label packets with the variety and harvest year.

Cheers,
Monica","Dear Garden Club,

Saturdays seed swap moves indoors to Room Four because rain is likely.

Please label packets with variety and harvest year.

Cheers,
Monica","Dear Garden Club,

Saturdays seed swap moves indoors to Room Four because rain is likely.

Please label packets with variety and harvest year.

Cheers,
Monica",,,True,True,False,False,0.9354838709677421,0.9354838709677421,0.0,0.8450737303585424,0.8450737303585424,0.0,0.20833333333333334,0.20833333333333334,0.0,0.845120124999994,41.41423090593216,stop,0.4297811670003284,81.43679315751231,stop
V18,voiceink-validation,event recap colon one hundred eighty four attendees checked in and seventeen walk ins paid at the door period the west room session filled first but but no one was turned away,"Event recap: 184 attendees checked in, and 17 walk-ins paid at the door. The West Room session filled first, but no one was turned away.","Event recap: 184 attendees checked in, and 17 walked in. Paid at the door. The West Room session filled first, but no one was turned away.","184 attendees checked in, and 17 walk-ins paid at the door. The West Room session filled first, but no one was turned away.",,,True,False,False,False,0.9708029197080292,0.9498069498069498,-0.020995969901079437,0.9262783097987256,0.917707652448807,-0.008570657349918576,0.12,0.08,-0.039999999999999994,0.7423647919999894,49.840725743901565,stop,0.4363034170000901,73.34345492873688,stop
V19,voiceink-validation,our pickup window was one to three and and no driver came can you reschedule for tomorrow morning without creating a second charge question mark there are seven boxes,"Our pickup window was 1:00 to 3:00, and no driver came. Can you reschedule for tomorrow morning without creating a second charge? There are 7 boxes.","Our pickup window was one to three, and no driver came. Can you reschedule for tomorrow morning without creating a second charge? There are seven boxes.","Our pickup window was one to three, and no driver came. Can you reschedule for tomorrow morning without creating a second charge? There are seven boxes.",,,True,True,False,False,0.9266666666666665,0.9266666666666665,0.0,0.8605101330453455,0.8605101330453455,0.0,0.11538461538461539,0.11538461538461539,0.0,0.6447048750001159,48.08401673710693,stop,0.37485650000053283,82.69831255415322,stop
V20,voiceink-validation,lock report colon rear office lever sticks when pulled upward latch works from inside but but key rotation outside stops halfway do not force it,"Lock report: The rear-office lever sticks when pulled upward. The latch works from inside, but key rotation outside stops halfway. Do not force it.","Lock report: Rear office lever sticks when pulled upward. Latch works from inside, but key rotation outside stops halfway. Do not force it.","Lock report: rear office lever sticks when pulled upward, latch works from inside but key rotation outside stops halfway, do not force it.",,,True,False,False,False,0.951048951048951,0.9403508771929825,-0.010698073855968548,0.8658507062443855,0.7918257433828799,-0.07402496286150562,0.16666666666666666,0.2916666666666667,0.12500000000000003,0.6079977499998677,47.69754493335923,stop,0.36263891699945816,74.45422632353699,stop
V21,voiceink-validation,please ask the bus station whether the midnight coach has under floor luggage storage and um whether bicycles need a separate reservation question mark for next friday night,Please ask the bus station whether the midnight coach has underfloor luggage storage and whether bicycles need a separate reservation for next Friday night.,Please ask the bus station whether the midnight coach has under-floor luggage storage and whether bicycles need a separate reservation. Question mark for next Friday night.,"Please ask the bus station whether the midnight coach has under-floor luggage storage, and whether bicycles need a separate reservation for next Friday night.",,,True,False,False,False,0.951219512195122,0.9936305732484076,0.042411061053285626,0.9297610552340997,0.9463355930659283,0.016574537831828606,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.666688540999985,43.4985727465813,stop,0.3924874579997777,68.79200710667115,stop
V22,voiceink-validation,ask operations why the overnight shipment went to phoenix instead of tucson comma include tracking number nine three six zero zero one and request a corrected delivery estimate,"Ask Operations why the overnight shipment went to Phoenix instead of Tucson, include tracking number 936001, and request a corrected delivery estimate.",Ask operations why the overnight shipment went to Phoenix instead of Tucson. Include tracking number 936-0001 and request a corrected delivery estimate.,Ask operations why the overnight shipment went to Phoenix instead of Tucson. Include tracking number 936-0-01 and request a corrected delivery estimate.,,,True,False,False,False,0.9702970297029703,0.9702970297029703,0.0,0.8569209910259797,0.8549784239597659,-0.0019425670662138739,0.18181818181818182,0.18181818181818182,0.0,0.6217294590001075,51.4693320973785,stop,0.3747356670000954,85.39352620521134,stop
V23,voiceink-validation,the budget deck accidentally labels fiscal year twenty twenty six as calendar year twenty twenty six period the underlying numbers are fiscal and the footnote uses the same incorrect label,The budget deck accidentally labels fiscal year 2026 as calendar year 2026. The underlying numbers are fiscal-year figures. The footnote uses the same incorrect label.,"The budget deck accidentally labels fiscal year 2026 as calendar year 2026. The underlying numbers are fiscal, and the footnote uses the same incorrect label.","The budget deck accidentally labels fiscal year 2026 as calendar year 2026, when the underlying numbers are fiscal. The footnote uses the same incorrect label.",,,True,False,False,False,0.9415384615384617,0.9325153374233127,-0.00902312411514894,0.8803745271713368,0.8611390164806313,-0.019235510690705504,0.12,0.2,0.08000000000000002,0.6672150420004073,53.95561810487184,stop,0.4208009159992798,85.55114457037354,stop
V24,voiceink-validation,the monday notes should say decision deferred pending tax advice comma not decision denied and the follow up owner is casey from treasury before circulating the revised record,"The Monday notes should say, “Decision deferred pending tax advice,” not “Decision denied,” and the follow-up owner is Casey from Treasury. Circulate the revised record afterward.","The Monday notes should say “decision deferred pending tax advice,” not “decision denied,” and the follow-up owner is Casey from Treasury before circulating the revised record.",The Monday notes should say “decision deferred pending tax advice” and the follow-up owner is Casey from Treasury before circulating the revised record.,,,True,False,False,False,0.9183098591549296,0.8459214501510575,-0.07238840900387211,0.8078436397523352,0.7068436963919089,-0.10099994336042628,0.3076923076923077,0.4230769230769231,0.11538461538461536,0.7206499159997293,44.40436235340104,stop,0.45283179099988047,59.62478902018416,stop
V25,voiceink-validation,the service report lists priority one downtime as forty eight minutes the incident timeline supports only thirty eight because monitoring recovered earlier and customer success disputes the longer figure,The service report lists Priority 1 downtime as 48 minutes. The incident timeline supports only 38 minutes because monitoring recovered earlier. Customer Success disputes the longer figure.,"The service report lists priority one downtime as 48 minutes. The incident timeline supports only 38 because monitoring recovered earlier, and customer success disputes the longer figure.","The service report lists priority one downtime as 48 minutes, but the incident timeline supports only 38 because monitoring recovered earlier and customer success disputes the longer figure.",,,True,False,False,False,0.9361702127659575,0.9182058047493403,-0.01796440801661714,0.825178938738624,0.7835095185951911,-0.04166942014343289,0.25925925925925924,0.37037037037037035,0.1111111111111111,0.8350139169997419,40.71788422660566,stop,0.45848512500015204,74.1572586460438,stop
V26,voiceink-validation,the investigation scope covers expense approvals from january through april it does not include vendor selection or contract negotiation unless new evidence expands the review,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation. New evidence could expand the review.,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation unless new evidence expands the review.,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation unless new evidence expands the review.,,,True,True,False,False,0.9518413597733713,0.9518413597733713,0.0,0.8836023501462565,0.8836023501462565,0.0,0.2,0.2,0.0,0.7543280410000079,35.793445997587824,stop,0.4465837499992631,60.45898445710251,stop
V27,voiceink-validation,following the latest litigation update the controller approved a two hundred fifty thousand reserve comma subject to receiving counsels final estimate before close by noon tomorrow,"Following the latest litigation update, the Controller approved a $250,000 reserve, subject to receiving counsel’s final estimate before close. Counsel’s estimate is due by noon tomorrow.","Following the latest litigation update, the controller approved a $250,000 reserve, subject to receiving counsel. Final estimate before close by noon tomorrow.","The controller approved a $250,000 reserve, subject to receiving counsel final estimate before close by noon tomorrow.",,,True,False,False,False,0.9017341040462428,0.7606557377049179,-0.14107836634132487,0.7912526923041164,0.6034328588034076,-0.18781983350070885,0.3076923076923077,0.5,0.1923076923076923,0.6871394999998302,48.02518265942819,stop,0.43729499999972177,59.45643101342696,stop
V28,voiceink-validation,would you send the customer the maintenance window in both eastern and greenwich mean time comma make clear that service may be intermittent before the maintenance notice is translated,"Would you send the customer the maintenance window in both Eastern Time and Greenwich Mean Time, and make clear that service may be intermittent? The maintenance notice will be translated afterward.",Would you send the customer the maintenance window in both Eastern and Greenwich Mean Time? Make clear that service may be intermittent before the maintenance notice is translated.,"Would you send the customer the maintenance window in both Eastern and Greenwich Mean Time, make clear that service may be intermittent before the maintenance notice is translated.",,,True,False,False,False,0.8941798941798942,0.9047619047619048,0.010582010582010581,0.7735029588958372,0.7935074179501254,0.02000445905428816,0.3548387096774194,0.2903225806451613,-0.06451612903225806,0.7138920839997809,42.02315822290195,stop,0.3906507080000665,76.79494593414353,stop
V29,voiceink-validation,who owns the response to the accessibility questionnaire question mark product answered the first section but legal and security sections remain blank before friday afternoons submission deadline,"Who owns the response to the accessibility questionnaire? Product answered the first section, but the Legal and Security sections remain blank. Friday afternoon’s submission deadline is approaching.","Who owns the response to the accessibility questionnaire?

Product answered the first section, but legal and security sections remain blank before Friday afternoons submission deadline.","Who owns the response to the accessibility questionnaire? The product answered the first section, but legal and security sections remain blank before Friday afternoons submission deadline.",,,True,False,False,False,0.9086161879895562,0.9015544041450777,-0.007061783844478531,0.800225730297492,0.7722395544315697,-0.027986175865922336,0.3333333333333333,0.4074074074074074,0.07407407407407407,0.6744744590000664,45.96171076063971,stop,0.41313733399965713,75.03558126757368,stop
V30,voiceink-validation,please route the exception request to ethics and compliance comma not employee relations and attach the original disclosure from february because the reporting path was incorrect,"Please route the exception request to Ethics and Compliance, not Employee Relations, and attach the original disclosure from February. The reporting path was incorrect.","Please route the exception request to ethics and compliance, and attach the original disclosure from February because the reporting path was incorrect.","Please route the exception request to ethics and compliance, and attach the original disclosure from February because the reporting path was incorrect.",,,True,True,False,False,0.877742946708464,0.877742946708464,0.0,0.7555488210815176,0.7555488210815176,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6176424159998533,38.85743494664023,stop,0.4348923329998797,55.18607291705609,stop
V31,voiceink-validation,can we use the clients logo in the investor presentation question mark the marketing consent covers our website but does not mention fundraising materials before marketing finalizes the presentation,Can we use the client’s logo in the investor presentation? The marketing consent covers our website but does not mention fundraising materials. Marketing has not finalized the presentation.,"Can we use the clients logo in the investor presentation? The marketing consent covers our website, but does not mention fundraising materials before marketing finalizes the presentation.","Can we use the clients logo in the investor presentation? The marketing consent covers our website, but does not mention fundraising materials before marketing finalizes the presentation.",,,True,True,False,False,0.9414893617021276,0.9414893617021276,0.0,0.8356766595341927,0.8356766595341927,0.0,0.25,0.25,0.0,0.744246917000055,41.652843017417176,stop,0.39585404099943844,78.31169266766176,stop
V32,voiceink-validation,could you request wheelchair access for the site tour comma including the production floor and emergency assembly area not only the lobby because the full group will participate,"Could you request wheelchair access for the site tour, including the production floor and emergency-assembly area, not only the lobby? The full group will participate.","Could you request wheelchair access for the site tour, including the production floor and emergency assembly area? Not only the lobby because the full group will participate.","Could you request wheelchair access for the site tour, including the production floor and emergency assembly area, not only the lobby because the full group will participate.",,,True,False,False,False,0.9501466275659824,0.9618768328445748,0.011730205278592365,0.8746480834149735,0.9153230702542069,0.04067498683923343,0.28,0.2,-0.08000000000000002,0.6544635419995757,45.83906982555715,stop,0.42455654199966375,70.66196615108043,stop
V33,voiceink-validation,for all three finalists this week ask procurement for the evaluation rubric before vendor presentations we should not change weighting after seeing demonstrations before scoring begins,"For all 3 finalists this week, ask Procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations. Finalize the rubric before scoring begins.","For all three finalists this week, ask procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations before scoring begins.","For all three finalists this week, ask procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations before scoring begins.",,,True,True,False,False,0.9258312020460358,0.9258312020460358,0.0,0.842586499297147,0.842586499297147,0.0,0.20689655172413793,0.20689655172413793,0.0,0.8658806250000453,34.646808271057495,stop,0.4503889590005201,66.60909287513275,stop
V34,voiceink-validation,before approving reimbursement can you change coding from client entertainment to employee meal question mark all attendees were internal and no customer joined in the expense system,"Before approving reimbursement, can you change coding from Client Entertainment to Employee Meal? All attendees were internal, and no customer joined. Make the change in the expense system.","Before approving reimbursement, can you change coding from “client entertainment” to “employee meal”? All attendees were internal, and no customer joined in the expense system.","Before approving reimbursement, can you change coding from ""client entertainment"" to ""employee meal""? All attendees were internal, and no customer joined in the expense system.",,,True,False,False,False,0.9205479452054794,0.9205479452054794,0.0,0.7806943429394083,0.7772614034039738,-0.0034329395354345538,0.2857142857142857,0.2857142857142857,0.0,0.7550066670000888,42.38373169226099,stop,0.40060799999992014,79.87858455149767,stop
V35,voiceink-validation,inspection item bullet point north anchor secure bullet point south anchor needs re torque bullet point conduit label missing near junction box four new line photos saved in folder seven,"Inspection items:
- North anchor secure
- South anchor needs retorquing
- Conduit label missing near Junction Box 4

Photos are saved in Folder 7.","- Inspection item: North anchor secure
- Inspection item: South anchor needs re-torque
- Inspection item: Conduit label missing near junction box
- Photos saved in folder seven","- North anchor: secure
- South anchor: needs re-torque
- Conduit label: missing near junction box
- Four new lines
- Photos saved in folder 7",,,True,False,False,False,0.7950310559006211,0.8013937282229965,0.006362672322375418,0.6182020763592904,0.5709537200840197,-0.047248356275270686,0.5909090909090909,0.6363636363636364,0.045454545454545414,0.7825559590000921,47.28096383966791,stop,0.4468752079992555,82.79716425902429,stop
V36,voiceink-validation,sample c twelve was thawed for approximately eighteen minutes comma returned to minus eighty and flagged for sensitivity analysis period no visible leakage occurred afterward,"Sample C12 was thawed for approximately 18 minutes, returned to −80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.","Sample C-12 was thawed for approximately 18 minutes, returned to -80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.","Sample C was thawed for approximately 18 minutes, returned to -80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.",,,True,False,False,False,0.9898305084745763,0.9863013698630136,-0.0035291386115626766,0.9315904583265516,0.9229500585536937,-0.00864039977285791,0.09523809523809523,0.09523809523809523,0.0,0.7330769999998665,46.37984822877568,stop,0.4332928339999853,71.54514814800987,stop
V37,voiceink-validation,for our final storage comparison write this technical question to the vendor colon what is the maximum sustained write rate with encryption enabled and raid six active question mark,"For our final storage comparison, write this technical question to the vendor: What is the maximum sustained write rate with encryption enabled and RAID 6 active?","For our final storage comparison, write this technical question to the vendor:

What is the maximum sustained write rate with encryption enabled and raid 6 active?","Write this technical question to the vendor:

What is the maximum sustained write rate with encryption enabled and raid 6 active?",,,True,False,False,False,0.9661538461538461,0.8384879725085911,-0.12766587364525506,0.9503889299050193,0.7577964197181258,-0.1925925101868935,0.038461538461538464,0.2692307692307692,0.23076923076923075,0.7360217499999635,42.11832055234989,stop,0.35376104199986,70.66917221487009,stop
V38,voiceink-validation,for the production system prompt please turn the model instructions into a numbered priority list colon safety constraints first output schema second and style preferences third,"For the production system prompt, please turn the model instructions into a numbered priority list:
1. Safety constraints
2. Output schema
3. Style preferences","For the production system prompt, please turn the model instructions into a numbered priority list:

1. Safety constraints
2. Output schema
3. Style preferences","For the production system prompt, please turn the model instructions into a numbered priority list:

1. safety constraints
2. output schema
3. style preferences",,,True,False,False,False,0.9968652037617555,0.9780564263322884,-0.018808777429467072,1.0,0.9009165068843842,-0.09908349311561582,0.09523809523809523,0.23809523809523808,0.14285714285714285,0.7912377080001534,40.44296635063024,stop,0.4462185419997695,71.71373887017123,stop
V39,voiceink-validation,class reminder colon the ecology quiz is next monday not this friday and chapters six through eight are included new line bring a pencil your field notebook and the calculator you used in lab,"Class reminder: The ecology quiz is next Monday, not this Friday, and Chapters 6 through 8 are included.
Bring a pencil, your field notebook, and the calculator you used in lab.","The ecology quiz is next Monday, not this Friday, and chapters six through eight are included.

Bring a pencil, your field notebook, and the calculator you used in lab.","The ecology quiz is next Monday, not this Friday, and chapters six through eight are included.

Bring a pencil, your field notebook, and the calculator you used in lab.",,,True,True,False,False,0.9159420289855071,0.9159420289855071,0.0,0.8394737960514366,0.8394737960514366,0.0,0.23333333333333334,0.23333333333333334,0.0,0.6910283750003146,52.096268839877396,stop,0.5142965840004763,69.99852054231545,stop
V40,voiceink-validation,can you ask the pool manager whether lane four will be open for lap swimming from six to seven tomorrow comma or is the regional team still using all the deep lanes question mark,"Can you ask the pool manager whether Lane 4 will be open for lap swimming from 6:00 to 7:00 tomorrow, or is the regional team still using all the deep lanes?",Can you ask the pool manager whether lane four will be open for lap swimming from six to seven tomorrow? Or is the regional team still using all the deep lanes?,"Can you ask the pool manager whether lane four will be open for lap swimming from six to seven tomorrow, or is the regional team still using all the deep lanes?",,,True,False,False,False,0.9148264984227129,0.9274447949526814,0.012618296529968487,0.7971313176336904,0.8425706328102245,0.0454393151765341,0.1935483870967742,0.12903225806451613,-0.06451612903225806,0.6476532080000652,50.953194691805926,stop,0.3975234579993412,83.01396895187678,stop
