case_id,dataset_id,dataset_name,source_record_id,source_index,model_id,model_name,input,reference,output,error,context_source,exact_match,edit_similarity,chrf,wer,length_ratio,input_tokens,output_tokens,generation_seconds,tokens_per_second
V13,voiceink-validation,VoiceInk validation sample,1211,1211,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,can you check whether the variance calculation uses n or n minus one results differ from the published table by point zero three before correcting the published appendix,Can you check whether the variance calculation uses n or n−1? Results differ from the published table by 0.03. Check this before correcting the published appendix.,Can you check whether the variance calculation uses n or n minus one? Results differ from the published table by 0.3 before correcting the published appendix.,,dataset_system_prompt,False,0.9221183800623052,0.8516110385088289,0.23076923076923078,0.9693251533742331,102,31,0.6846627499999158,45.277766316341605
V14,voiceink-validation,VoiceInk validation sample,1257,1257,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,during the quarterly structural survey inspection at pier two found minor scaling above the water line comma no exposed reinforcement and no measurable change since march,"During the quarterly structural survey, inspection at Pier 2 found minor scaling above the waterline, no exposed reinforcement, and no measurable change since March.","During the quarterly structural survey inspection at Pier Two, minor scaling was found above the water line, no exposed reinforcement, and no measurable change since March.",,dataset_system_prompt,False,0.9376854599406528,0.8821719746649548,0.2916666666666667,1.0424242424242425,100,30,0.5881565409999894,51.00682880954399
V15,voiceink-validation,VoiceInk validation sample,1368,1368,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,thirty minute discharge test reading colon battery bank voltage was twenty five point six at rest comma then dropped to twenty two point nine under inverter load,"30-minute discharge-test reading: Battery-bank voltage was 25.6 at rest, then dropped to 22.9 under inverter load.","Thirty-minute discharge test reading:

- Battery bank voltage was 25.6 V at rest.
- Then dropped to 22.9 V under inverter load.",,dataset_system_prompt,False,0.8962655601659751,0.7293383600341763,0.625,1.1140350877192982,103,37,0.6861702090000108,53.92248091610083
V16,voiceink-validation,VoiceInk validation sample,1396,1396,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dear nina before the accessibility review meeting note that the attached screen reader transcript timestamps correspond to build one eighty four not the latest beta,"Dear Nina,

Before the accessibility-review meeting, note that the attached screen-reader transcript timestamps correspond to Build 184, not the latest beta.","Dear Nina,

Before the accessibility review meeting, note that the attached screen reader transcript timestamps correspond to build 1.84, not the latest beta.",,dataset_system_prompt,False,0.9777777777777777,0.8680909552798406,0.2857142857142857,1.0063694267515924,101,32,0.7001390420000462,45.705207223678705
V17,voiceink-validation,VoiceInk validation sample,1605,1605,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dear garden club saturdays seed swap moves indoors to room four because rain is likely period label packets with variety and harvest year cheers comma monica,"Dear Garden Club,

Saturday’s seed swap moves indoors to Room 4 because rain is likely. Label packets with the variety and harvest year.

Cheers,
Monica","Dear Garden Club,

Saturdays seed swap moves indoors to Room 4 because rain is likely.

Label packets with variety and harvest year.

Cheers,
Monica",,dataset_system_prompt,False,0.9733333333333334,0.9246787582623088,0.08333333333333333,0.9736842105263158,103,35,0.6669513750002807,52.4775887897154
V18,voiceink-validation,VoiceInk validation sample,1616,1616,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,event recap colon one hundred eighty four attendees checked in and seventeen walk ins paid at the door period the west room session filled first but but no one was turned away,"Event recap: 184 attendees checked in, and 17 walk-ins paid at the door. The West Room session filled first, but no one was turned away.","Event recap: 184 attendees checked in and 17 walk-ins paid at the door. The west room session filled first, but no one was turned away.",,dataset_system_prompt,False,0.981549815498155,0.8996949716468303,0.12,0.9926470588235294,106,35,0.6253207910003766,55.97127187152637
V19,voiceink-validation,VoiceInk validation sample,1711,1711,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,our pickup window was one to three and and no driver came can you reschedule for tomorrow morning without creating a second charge question mark there are seven boxes,"Our pickup window was 1:00 to 3:00, and no driver came. Can you reschedule for tomorrow morning without creating a second charge? There are 7 boxes.","Our pickup window was one to three, and no driver came. Can you reschedule for tomorrow morning without creating a second charge? There are seven boxes.",,dataset_system_prompt,False,0.9266666666666665,0.8605101330453455,0.11538461538461539,1.027027027027027,104,31,0.7228452500003186,42.886081080267644
V20,voiceink-validation,VoiceInk validation sample,1826,1826,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,lock report colon rear office lever sticks when pulled upward latch works from inside but but key rotation outside stops halfway do not force it,"Lock report: The rear-office lever sticks when pulled upward. The latch works from inside, but key rotation outside stops halfway. Do not force it.","Lock report: rear office lever sticks when pulled upward. Latch works from inside, but key rotation outside stops halfway. Do not force it.",,dataset_system_prompt,False,0.958041958041958,0.869979894533478,0.16666666666666666,0.9455782312925171,99,29,0.5865850830005002,49.43869327815019
V21,voiceink-validation,VoiceInk validation sample,57,57,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,please ask the bus station whether the midnight coach has under floor luggage storage and um whether bicycles need a separate reservation question mark for next friday night,Please ask the bus station whether the midnight coach has underfloor luggage storage and whether bicycles need a separate reservation for next Friday night.,Please ask the bus station whether the midnight coach has under-floor luggage storage and whether bicycles need a separate reservation.,,dataset_system_prompt,False,0.9209621993127147,0.838937936312235,0.25,0.8653846153846154,102,22,0.5697399159998895,38.61411037243223
V22,voiceink-validation,VoiceInk validation sample,550,550,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,ask operations why the overnight shipment went to phoenix instead of tucson comma include tracking number nine three six zero zero one and request a corrected delivery estimate,"Ask Operations why the overnight shipment went to Phoenix instead of Tucson, include tracking number 936001, and request a corrected delivery estimate.",Ask operations why the overnight shipment went to Phoenix instead of Tucson. Include tracking number 936001 and request a corrected delivery estimate.,,dataset_system_prompt,False,0.9767441860465115,0.8811646928713389,0.18181818181818182,0.9933774834437086,103,30,0.6466750829995362,46.39114879894254
V23,voiceink-validation,VoiceInk validation sample,629,629,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the budget deck accidentally labels fiscal year twenty twenty six as calendar year twenty twenty six period the underlying numbers are fiscal and the footnote uses the same incorrect label,The budget deck accidentally labels fiscal year 2026 as calendar year 2026. The underlying numbers are fiscal-year figures. The footnote uses the same incorrect label.,"The budget deck accidentally labels fiscal year 2026 as calendar year 2026. The underlying numbers are fiscal, and the footnote uses the same incorrect label.",,dataset_system_prompt,False,0.9415384615384617,0.8803745271713368,0.12,0.9461077844311377,104,36,0.6525045419994058,55.17202974509377
V24,voiceink-validation,VoiceInk validation sample,652,652,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the monday notes should say decision deferred pending tax advice comma not decision denied and the follow up owner is casey from treasury before circulating the revised record,"The Monday notes should say, “Decision deferred pending tax advice,” not “Decision denied,” and the follow-up owner is Casey from Treasury. Circulate the revised record afterward.","The Monday notes should say “decision deferred pending tax advice,” not “decision denied,” and the follow-up owner is Casey from Treasury before circulating the revised record.",,dataset_system_prompt,False,0.9183098591549296,0.8078436397523352,0.3076923076923077,0.9832402234636871,103,32,0.6391137499995239,50.069334293032874
V25,voiceink-validation,VoiceInk validation sample,658,658,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the service report lists priority one downtime as forty eight minutes the incident timeline supports only thirty eight because monitoring recovered earlier and customer success disputes the longer figure,The service report lists Priority 1 downtime as 48 minutes. The incident timeline supports only 38 minutes because monitoring recovered earlier. Customer Success disputes the longer figure.,"The service report lists priority one downtime as 48 minutes. The incident timeline supports only 38 because monitoring recovered earlier, and customer success disputes the longer figure.",,dataset_system_prompt,False,0.9361702127659575,0.825178938738624,0.25925925925925924,0.9894179894179894,103,34,0.7368806250005946,46.14044506866029
V26,voiceink-validation,VoiceInk validation sample,669,669,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the investigation scope covers expense approvals from january through april it does not include vendor selection or contract negotiation unless new evidence expands the review,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation. New evidence could expand the review.,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation unless new evidence expands the review.,,dataset_system_prompt,False,0.9518413597733713,0.8836023501462565,0.2,1.0056818181818181,100,27,0.5291517919995385,51.02505634153375
V27,voiceink-validation,VoiceInk validation sample,704,704,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,following the latest litigation update the controller approved a two hundred fifty thousand reserve comma subject to receiving counsels final estimate before close by noon tomorrow,"Following the latest litigation update, the Controller approved a $250,000 reserve, subject to receiving counsel’s final estimate before close. Counsel’s estimate is due by noon tomorrow.","Following the latest litigation update, the controller approved a $250,000 reserve, subject to receiving counsel's final estimate before close by noon tomorrow.",,dataset_system_prompt,False,0.9106628242074928,0.8048897371736682,0.2692307692307692,0.8556149732620321,102,33,0.7174847090000185,45.99401156018107
V28,voiceink-validation,VoiceInk validation sample,811,811,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,would you send the customer the maintenance window in both eastern and greenwich mean time comma make clear that service may be intermittent before the maintenance notice is translated,"Would you send the customer the maintenance window in both Eastern Time and Greenwich Mean Time, and make clear that service may be intermittent? The maintenance notice will be translated afterward.","Would you send the customer the maintenance window in both Eastern and Greenwich Mean Time, make clear that service may be intermittent before the maintenance notice is translated.",,dataset_system_prompt,False,0.9047619047619048,0.7935074179501254,0.2903225806451613,0.9090909090909091,104,30,0.6418289999992339,46.74142178062351
V29,voiceink-validation,VoiceInk validation sample,813,813,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,who owns the response to the accessibility questionnaire question mark product answered the first section but legal and security sections remain blank before friday afternoons submission deadline,"Who owns the response to the accessibility questionnaire? Product answered the first section, but the Legal and Security sections remain blank. Friday afternoon’s submission deadline is approaching.","Who owns the response to the accessibility questionnaire? The product answered the first section, but legal and security sections remain blank before Friday afternoon's submission deadline.",,dataset_system_prompt,False,0.8992248062015504,0.7715165877345175,0.4074074074074074,0.9545454545454546,103,30,0.5756920409994564,52.11119463787815
V30,voiceink-validation,VoiceInk validation sample,817,817,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,please route the exception request to ethics and compliance comma not employee relations and attach the original disclosure from february because the reporting path was incorrect,"Please route the exception request to Ethics and Compliance, not Employee Relations, and attach the original disclosure from February. The reporting path was incorrect.","Please route the exception request to Ethics and Compliance, not Employee Relations, and attach the original disclosure from February because the reporting path was incorrect.",,dataset_system_prompt,False,0.967930029154519,0.9473708135651926,0.125,1.0416666666666667,101,28,0.6493252919999577,43.12168391555865
V31,voiceink-validation,VoiceInk validation sample,840,840,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,can we use the clients logo in the investor presentation question mark the marketing consent covers our website but does not mention fundraising materials before marketing finalizes the presentation,Can we use the client’s logo in the investor presentation? The marketing consent covers our website but does not mention fundraising materials. Marketing has not finalized the presentation.,"Can we use the client's logo in the investor presentation? The marketing consent covers our website, but does not mention fundraising materials before marketing finalizes the presentation.",,dataset_system_prompt,False,0.9389920424403183,0.8348758744039598,0.25,0.9947089947089947,104,32,0.6341220000003887,50.463475482604906
V32,voiceink-validation,VoiceInk validation sample,856,856,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,could you request wheelchair access for the site tour comma including the production floor and emergency assembly area not only the lobby because the full group will participate,"Could you request wheelchair access for the site tour, including the production floor and emergency-assembly area, not only the lobby? The full group will participate.","Could you request wheelchair access for the site tour, including the production floor and emergency assembly area, not only the lobby because the full group will participate.",,dataset_system_prompt,False,0.9618768328445748,0.9153230702542069,0.2,1.0419161676646707,102,30,0.5783064580000428,51.875609523277674
V33,voiceink-validation,VoiceInk validation sample,902,902,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,for all three finalists this week ask procurement for the evaluation rubric before vendor presentations we should not change weighting after seeing demonstrations before scoring begins,"For all 3 finalists this week, ask Procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations. Finalize the rubric before scoring begins.","For all three finalists this week, ask procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations before scoring begins.",,dataset_system_prompt,False,0.9258312020460358,0.842586499297147,0.20689655172413793,0.9166666666666666,101,30,0.6914624159999221,43.386306046174724
V34,voiceink-validation,VoiceInk validation sample,926,926,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,before approving reimbursement can you change coding from client entertainment to employee meal question mark all attendees were internal and no customer joined in the expense system,"Before approving reimbursement, can you change coding from Client Entertainment to Employee Meal? All attendees were internal, and no customer joined. Make the change in the expense system.","Before approving reimbursement, can you change coding from ""client entertainment"" to ""employee meal""? All attendees were internal, and no customer joined in the expense system.",,dataset_system_prompt,False,0.9205479452054794,0.7772614034039738,0.2857142857142857,0.9312169312169312,101,32,0.5915077090003251,54.099041336386726
V35,voiceink-validation,VoiceInk validation sample,1083,1083,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,inspection item bullet point north anchor secure bullet point south anchor needs re torque bullet point conduit label missing near junction box four new line photos saved in folder seven,"Inspection items:
- North anchor secure
- South anchor needs retorquing
- Conduit label missing near Junction Box 4

Photos are saved in Folder 7.","- Inspection item: North anchor secure
- Inspection item: South anchor needs re-torque
- Inspection item: Conduit label missing near junction box
- Photos saved in folder 7",,dataset_system_prompt,False,0.8113207547169812,0.6319312217375971,0.5909090909090909,1.178082191780822,104,38,0.7267650419998972,52.28649949292054
V36,voiceink-validation,VoiceInk validation sample,1100,1100,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,sample c twelve was thawed for approximately eighteen minutes comma returned to minus eighty and flagged for sensitivity analysis period no visible leakage occurred afterward,"Sample C12 was thawed for approximately 18 minutes, returned to −80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.","Sample C-12 was thawed for approximately 18 minutes, returned to -80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.",,dataset_system_prompt,False,0.9898305084745763,0.9315904583265516,0.09523809523809523,1.0068027210884354,100,34,0.70986854199964,47.89619202482879
V37,voiceink-validation,VoiceInk validation sample,1177,1177,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,for our final storage comparison write this technical question to the vendor colon what is the maximum sustained write rate with encryption enabled and raid six active question mark,"For our final storage comparison, write this technical question to the vendor: What is the maximum sustained write rate with encryption enabled and RAID 6 active?","For our final storage comparison, write this technical question to the vendor: What is the maximum sustained write rate with encryption enabled and RAID 6 active?",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,103,30,0.5818893750001735,51.55619141523431
V38,voiceink-validation,VoiceInk validation sample,1209,1209,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,for the production system prompt please turn the model instructions into a numbered priority list colon safety constraints first output schema second and style preferences third,"For the production system prompt, please turn the model instructions into a numbered priority list:
1. Safety constraints
2. Output schema
3. Style preferences","For the production system, please turn the model instructions into a numbered priority list:

1. Safety constraints
2. Output schema
3. Style preferences",,dataset_system_prompt,False,0.9743589743589743,0.9469221080257276,0.19047619047619047,0.9622641509433962,100,31,0.6004602500006513,51.62706440595589
V39,voiceink-validation,VoiceInk validation sample,1412,1412,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,class reminder colon the ecology quiz is next monday not this friday and chapters six through eight are included new line bring a pencil your field notebook and the calculator you used in lab,"Class reminder: The ecology quiz is next Monday, not this Friday, and Chapters 6 through 8 are included.
Bring a pencil, your field notebook, and the calculator you used in lab.","Class reminder: The ecology quiz is next Monday, not this Friday. Chapters six through eight are included.

Bring a pencil, your field notebook, and the calculator you used in lab.",,dataset_system_prompt,False,0.9523809523809522,0.8911926351845676,0.2,1.0169491525423728,108,38,0.7448447920005492,51.01733999903161
V40,voiceink-validation,VoiceInk validation sample,1434,1434,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,can you ask the pool manager whether lane four will be open for lap swimming from six to seven tomorrow comma or is the regional team still using all the deep lanes question mark,"Can you ask the pool manager whether Lane 4 will be open for lap swimming from 6:00 to 7:00 tomorrow, or is the regional team still using all the deep lanes?","Can you ask the pool manager whether Lane 4 will be open for lap swimming from 6:00 to 7:00 tomorrow, or is the regional team still using all the deep lanes?",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,108,42,0.7048749579998912,59.58503635762087
V41,voiceink-validation,VoiceInk validation sample,1465,1465,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dispatch this is unit forty six we have smoke showing from a detached garage at eight twelve birch lane no visible flames yet send one additional engine and advise police the driveway is blocked,"Dispatch, this is Unit 46. We have smoke showing from a detached garage at 812 Birch Lane. No visible flames yet. Send 1 additional engine, and advise police that the driveway is blocked.",Dispatch this is Unit 46. We have smoke showing from a detached garage at 8:12 Birch Lane. No visible flames yet. Send one additional engine and advise police. The driveway is blocked.,,dataset_system_prompt,False,0.9595687331536388,0.8470664556923841,0.21212121212121213,0.983957219251337,109,43,0.6797653329995228,63.257124058178746
V42,voiceink-validation,VoiceInk validation sample,1469,1469,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,radio check colon team bravo can hear command clearly but but command is not receiving bravo on channel three should we switch to channel five or return to the staging area question mark,"Radio check: Team Bravo can hear Command clearly, but Command is not receiving Bravo on Channel 3. Should we switch to Channel 5 or return to the staging area?","Radio check. Command, Bravo, can hear you clearly, but Command is not receiving Bravo on channel three. Should we switch to channel five or return to the staging area?",,dataset_system_prompt,False,0.8895705521472392,0.7526336268189253,0.27586206896551724,1.050314465408805,107,35,0.7136116669998955,49.04628331981171
V43,voiceink-validation,VoiceInk validation sample,1479,1479,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the boarding reservation is for two rabbits from october six through october tenth can they share the larger enclosure and do we need to bring their usual pellets question mark,"The boarding reservation is for 2 rabbits from October 6 through October 10. Can they share the larger enclosure, and do we need to bring their usual pellets?","The boarding reservation is for two rabbits from October 6 through October 10. Can they share the larger enclosure, and do we need to bring their usual pellets?",,dataset_system_prompt,False,0.9874213836477987,0.9648136060662919,0.03571428571428571,1.0126582278481013,106,34,0.6567106249995049,51.77318396519872
V44,voiceink-validation,VoiceInk validation sample,1510,1510,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,can you transcribe the handwritten caption exactly comma including the crossed out surname but mark uncertain letters with square brackets question mark dont modernize the spelling,"Can you transcribe the handwritten caption exactly, including the crossed-out surname, but mark uncertain letters with square brackets? Don’t modernize the spelling.","Can you transcribe the handwritten caption exactly, including the crossed-out surname, but mark uncertain letters with square brackets? Don't modernize the spelling.",,dataset_system_prompt,False,0.9939393939393939,0.9665290868597745,0.045454545454545456,1.0,102,30,0.5594394999998258,53.62510155255276
V45,voiceink-validation,VoiceInk validation sample,1544,1544,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,could you categorize the bike lock under transportation comma not recreation and split the ninety dollar hardware store purchase into sixty five home repair and twenty five garden question mark,"Could you categorize the bike lock under Transportation, not Recreation, and split the $90 hardware-store purchase into $65 for Home Repair and $25 for Garden?","Could you categorize the bike lock under transportation, not recreation, and split the $90 hardware store purchase into $65 home repair and $25 garden?",,dataset_system_prompt,False,0.9354838709677421,0.7721997114666039,0.36,0.949685534591195,105,34,0.7215831670000625,47.118615781120425
V46,voiceink-validation,VoiceInk validation sample,1545,1545,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dear loan officer ive attached pay stubs for may and june but the april file is missing from my employers portal period is a bank statement acceptable instead question mark sincerely comma remy,"Dear Loan Officer,

I’ve attached pay stubs for May and June, but the April file is missing from my employer’s portal. Is a bank statement acceptable instead?

Sincerely,
Remy","Dear Loan Officer,

I have attached pay stubs for May and June, but the April file is missing from my employer's portal. A bank statement is acceptable instead.

Sincerely,
Remy",,dataset_system_prompt,False,0.9545454545454546,0.8463567328505124,0.25,1.0114285714285713,111,42,0.7419010000003254,56.611326848166506
V47,voiceink-validation,VoiceInk validation sample,1621,1621,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,could you explain why the estimate lists three point five labor hours for the alternator the phone quote said two hours and and did not mention a diagnostic fee question mark,Could you explain why the estimate lists 3.5 labor hours for the alternator? The phone quote said 2 hours and did not mention a diagnostic fee.,Could you explain why the estimate lists three.5 labor hours for the alternator? The phone quote said two hours and did not mention a diagnostic fee.,,dataset_system_prompt,False,0.9657534246575342,0.919591873591407,0.07692307692307693,1.0419580419580419,106,31,0.557612832999439,55.594129412784135
V48,voiceink-validation,VoiceInk validation sample,1639,1639,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the accessible shuttle was booked for eight forty five but arrived at nine thirty passenger missed appointment r six one four can you document the delay and reschedule the ride question mark,The accessible shuttle was booked for 8:45 but arrived at 9:30. The passenger missed Appointment R614. Can you document the delay and reschedule the ride?,The accessible shuttle was booked for 8:45 but arrived at 9:30. Passenger missed appointment R614. Can you document the delay and reschedule the ride?,,dataset_system_prompt,False,0.9736842105263157,0.9091891700283302,0.12,0.974025974025974,107,39,0.7295402919999106,53.45832221697877
