case_id,dataset_id,dataset_name,source_record_id,source_index,model_id,model_name,input,reference,output,error,context_source,exact_match,edit_similarity,chrf,wer,length_ratio,input_tokens,output_tokens,generation_seconds,tokens_per_second
V16,voiceink-validation,VoiceInk validation sample,1396,1396,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),dear nina before the accessibility review meeting note that the attached screen reader transcript timestamps correspond to build one eighty four not the latest beta,"Dear Nina,

Before the accessibility-review meeting, note that the attached screen-reader transcript timestamps correspond to Build 184, not the latest beta.","Dear Nina,

Before the accessibility review meeting, I am attaching the screen reader transcript. The timestamps correspond to Build 1.84, not the latest beta.",,dataset_system_prompt,False,0.9050632911392404,0.7507393330848257,0.47619047619047616,1.0127388535031847,101,34,0.6104995409996263,55.692097563789666
V17,voiceink-validation,VoiceInk validation sample,1605,1605,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),dear garden club saturdays seed swap moves indoors to room four because rain is likely period label packets with variety and harvest year cheers comma monica,"Dear Garden Club,

Saturday’s seed swap moves indoors to Room 4 because rain is likely. Label packets with the variety and harvest year.

Cheers,
Monica","Dear Garden Club,
Saturdays seed swap moves indoors to Room 4 because rain is likely.
Label packets with variety and harvest year.
Cheers,
Monica",,dataset_system_prompt,False,0.9696969696969697,0.9246787582623088,0.2916666666666667,0.9539473684210527,103,35,0.6663061659996856,52.528404787441985
V18,voiceink-validation,VoiceInk validation sample,1616,1616,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),event recap colon one hundred eighty four attendees checked in and seventeen walk ins paid at the door period the west room session filled first but but no one was turned away,"Event recap: 184 attendees checked in, and 17 walk-ins paid at the door. The West Room session filled first, but no one was turned away.","184 attendees checked in. 17 walk-ins paid at the door. The West Room session filled first, but no one was turned away.",,dataset_system_prompt,False,0.9254901960784313,0.8554276602248106,0.16,0.875,106,31,0.5842808750003314,53.056674155186776
V19,voiceink-validation,VoiceInk validation sample,1711,1711,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),our pickup window was one to three and and no driver came can you reschedule for tomorrow morning without creating a second charge question mark there are seven boxes,"Our pickup window was 1:00 to 3:00, and no driver came. Can you reschedule for tomorrow morning without creating a second charge? There are 7 boxes.",Our pickup window is one to three. No driver came. Can you reschedule for tomorrow morning? Without creating a second charge question mark. There are seven boxes.,,dataset_system_prompt,False,0.8322580645161292,0.7079083537827741,0.4230769230769231,1.0945945945945945,104,33,0.6215953749997425,53.0891980977395
V20,voiceink-validation,VoiceInk validation sample,1826,1826,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),lock report colon rear office lever sticks when pulled upward latch works from inside but but key rotation outside stops halfway do not force it,"Lock report: The rear-office lever sticks when pulled upward. The latch works from inside, but key rotation outside stops halfway. Do not force it.",Lock report: Rear office lever sticks when pulled upward. Latch works from inside but key rotation outside stops halfway. Do not force it.,,dataset_system_prompt,False,0.9473684210526316,0.8329325293646995,0.20833333333333334,0.9387755102040817,99,28,0.5774166659998627,48.49184592120286
V21,voiceink-validation,VoiceInk validation sample,57,57,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),please ask the bus station whether the midnight coach has under floor luggage storage and um whether bicycles need a separate reservation question mark for next friday night,Please ask the bus station whether the midnight coach has underfloor luggage storage and whether bicycles need a separate reservation for next Friday night.,Please ask the bus station whether the midnight coach has under-floor luggage storage and whether bicycles need a separate reservation for next Friday night.,,dataset_system_prompt,False,0.9968051118210862,0.9689607622064027,0.041666666666666664,1.0064102564102564,102,26,0.529111291999925,49.13900042035709
V22,voiceink-validation,VoiceInk validation sample,550,550,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),ask operations why the overnight shipment went to phoenix instead of tucson comma include tracking number nine three six zero zero one and request a corrected delivery estimate,"Ask Operations why the overnight shipment went to Phoenix instead of Tucson, include tracking number 936001, and request a corrected delivery estimate.",Asks operations why the overnight shipment went to Phoenix instead of Tucson. Include tracking number 936-0001 and request a corrected delivery estimate.,,dataset_system_prompt,False,0.9671052631578947,0.8508481395506061,0.22727272727272727,1.0132450331125828,103,33,0.6278388340001584,52.56125969422222
V23,voiceink-validation,VoiceInk validation sample,629,629,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),the budget deck accidentally labels fiscal year twenty twenty six as calendar year twenty twenty six period the underlying numbers are fiscal and the footnote uses the same incorrect label,The budget deck accidentally labels fiscal year 2026 as calendar year 2026. The underlying numbers are fiscal-year figures. The footnote uses the same incorrect label.,"The budget deck accidentally labels fiscal year 2026 as the calendar year 2026 period. The underlying numbers are fiscal, and the footnote uses the same incorrect label.",,dataset_system_prompt,False,0.9107142857142857,0.8362468363805271,0.24,1.0119760479041917,104,38,0.668156541999906,56.87289970440092
V24,voiceink-validation,VoiceInk validation sample,652,652,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),the monday notes should say decision deferred pending tax advice comma not decision denied and the follow up owner is casey from treasury before circulating the revised record,"The Monday notes should say, “Decision deferred pending tax advice,” not “Decision denied,” and the follow-up owner is Casey from Treasury. Circulate the revised record afterward.","The Monday notes should say ""decision deferred pending tax advice"" and not ""decision denied."" The follow-up owner is Casey from Treasury before circulating the revised record.",,dataset_system_prompt,False,0.8587570621468926,0.7065446087362008,0.5,0.9776536312849162,103,32,0.5912159159997827,54.12574177047656
V25,voiceink-validation,VoiceInk validation sample,658,658,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),the service report lists priority one downtime as forty eight minutes the incident timeline supports only thirty eight because monitoring recovered earlier and customer success disputes the longer figure,The service report lists Priority 1 downtime as 48 minutes. The incident timeline supports only 38 minutes because monitoring recovered earlier. Customer Success disputes the longer figure.,"The service report lists priority one downtime as 48 minutes. The incident timeline supports only 38 minutes, because monitoring recovered earlier and customer success disputes the longer figure.",,dataset_system_prompt,False,0.9583333333333335,0.8570319235616769,0.25925925925925924,1.0317460317460319,103,35,0.6407677090001016,54.62197846176804
V26,voiceink-validation,VoiceInk validation sample,669,669,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),the investigation scope covers expense approvals from january through april it does not include vendor selection or contract negotiation unless new evidence expands the review,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation. New evidence could expand the review.,The investigation scope covers expense approvals from January through April. It does not include vendor selection or contract negotiation unless new evidence expands the review.,,dataset_system_prompt,False,0.9518413597733713,0.8836023501462565,0.2,1.0056818181818181,100,27,0.544365000000198,49.59907415059781
V27,voiceink-validation,VoiceInk validation sample,704,704,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),following the latest litigation update the controller approved a two hundred fifty thousand reserve comma subject to receiving counsels final estimate before close by noon tomorrow,"Following the latest litigation update, the Controller approved a $250,000 reserve, subject to receiving counsel’s final estimate before close. Counsel’s estimate is due by noon tomorrow.","Following the latest litigation update, the controller approved a reserve of $250,000, subject to receiving counsel's final estimate before close by noon tomorrow.",,dataset_system_prompt,False,0.8571428571428572,0.7420321335723352,0.38461538461538464,0.8716577540106952,102,34,0.6352480420000575,53.522400309888596
V28,voiceink-validation,VoiceInk validation sample,811,811,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),would you send the customer the maintenance window in both eastern and greenwich mean time comma make clear that service may be intermittent before the maintenance notice is translated,"Would you send the customer the maintenance window in both Eastern Time and Greenwich Mean Time, and make clear that service may be intermittent? The maintenance notice will be translated afterward.",Would you send the customer the maintenance window in both Eastern and Greenwich Mean Time? Make sure to clarify that service may be intermittent before the maintenance notice is translated.,,dataset_system_prompt,False,0.865979381443299,0.7327145568021919,0.41935483870967744,0.9595959595959596,104,32,0.6087084999999206,52.57031896220305
V29,voiceink-validation,VoiceInk validation sample,813,813,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),who owns the response to the accessibility questionnaire question mark product answered the first section but legal and security sections remain blank before friday afternoons submission deadline,"Who owns the response to the accessibility questionnaire? Product answered the first section, but the Legal and Security sections remain blank. Friday afternoon’s submission deadline is approaching.",Who owns the response to the accessibility questionnaire? The product answered the first section but legal and security sections remain blank before Friday afternoons submission deadline.,,dataset_system_prompt,False,0.8987012987012988,0.7479774495427624,0.4444444444444444,0.9444444444444444,103,30,0.5860881660000814,51.18683798846031
V30,voiceink-validation,VoiceInk validation sample,817,817,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),please route the exception request to ethics and compliance comma not employee relations and attach the original disclosure from february because the reporting path was incorrect,"Please route the exception request to Ethics and Compliance, not Employee Relations, and attach the original disclosure from February. The reporting path was incorrect.",Please route the exception request to Ethics and Compliance. Do not attach the original disclosure from February. The reporting path was incorrect.,,dataset_system_prompt,False,0.9142857142857143,0.8284677916833885,0.20833333333333334,0.875,101,25,0.5227159999999458,47.827118358731305
V31,voiceink-validation,VoiceInk validation sample,840,840,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),can we use the clients logo in the investor presentation question mark the marketing consent covers our website but does not mention fundraising materials before marketing finalizes the presentation,Can we use the client’s logo in the investor presentation? The marketing consent covers our website but does not mention fundraising materials. Marketing has not finalized the presentation.,"Can we use the client's logo in the investor presentation? The marketing consent covers our website, but does not mention fundraising materials before the presentation is finalized.",,dataset_system_prompt,False,0.8810810810810811,0.8183175478244283,0.32142857142857145,0.9576719576719577,104,31,0.5978559999998652,51.851950971483085
V32,voiceink-validation,VoiceInk validation sample,856,856,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),could you request wheelchair access for the site tour comma including the production floor and emergency assembly area not only the lobby because the full group will participate,"Could you request wheelchair access for the site tour, including the production floor and emergency-assembly area, not only the lobby? The full group will participate.","Could you please request wheelchair access for the site tour, including the production floor and emergency assembly area, not only the lobby, because the full group will participate?",,dataset_system_prompt,False,0.9340974212034383,0.8791639271831369,0.28,1.089820359281437,102,32,0.6375116250001156,50.195163107800894
V33,voiceink-validation,VoiceInk validation sample,902,902,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),for all three finalists this week ask procurement for the evaluation rubric before vendor presentations we should not change weighting after seeing demonstrations before scoring begins,"For all 3 finalists this week, ask Procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations. Finalize the rubric before scoring begins.","For all three finalists this week, ask procurement for the evaluation rubric before vendor presentations. We should not change weighting after seeing demonstrations before scoring begins.",,dataset_system_prompt,False,0.9258312020460358,0.842586499297147,0.20689655172413793,0.9166666666666666,101,30,0.5923856249996788,50.64268735423191
V34,voiceink-validation,VoiceInk validation sample,926,926,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),before approving reimbursement can you change coding from client entertainment to employee meal question mark all attendees were internal and no customer joined in the expense system,"Before approving reimbursement, can you change coding from Client Entertainment to Employee Meal? All attendees were internal, and no customer joined. Make the change in the expense system.","Before approving reimbursement, can you change the coding from ""Client Entertainment"" to ""Employee Meal""? All attendees were internal and no customer joined in the expense system.",,dataset_system_prompt,False,0.9293478260869565,0.802222552902481,0.35714285714285715,0.9470899470899471,101,32,0.5895909169998959,54.27492024950183
V35,voiceink-validation,VoiceInk validation sample,1083,1083,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),inspection item bullet point north anchor secure bullet point south anchor needs re torque bullet point conduit label missing near junction box four new line photos saved in folder seven,"Inspection items:
- North anchor secure
- South anchor needs retorquing
- Conduit label missing near Junction Box 4

Photos are saved in Folder 7.","- Inspection item: North anchor secure
- Inspection item: South anchor needs re-torque
- Inspection item: Conduit label missing near junction box
- Photos saved in folder 7",,dataset_system_prompt,False,0.8113207547169812,0.6319312217375971,0.5909090909090909,1.178082191780822,104,38,0.675321791999977,56.26947101390339
V36,voiceink-validation,VoiceInk validation sample,1100,1100,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),sample c twelve was thawed for approximately eighteen minutes comma returned to minus eighty and flagged for sensitivity analysis period no visible leakage occurred afterward,"Sample C12 was thawed for approximately 18 minutes, returned to −80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.","Sample C-12 was thawed for approximately 18 minutes, returned to -80°C, and flagged for sensitivity analysis. No visible leakage occurred afterward.",,dataset_system_prompt,False,0.9898305084745763,0.9315904583265516,0.09523809523809523,1.0068027210884354,100,34,0.6100661669997862,55.73165967751809
V37,voiceink-validation,VoiceInk validation sample,1177,1177,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),for our final storage comparison write this technical question to the vendor colon what is the maximum sustained write rate with encryption enabled and raid six active question mark,"For our final storage comparison, write this technical question to the vendor: What is the maximum sustained write rate with encryption enabled and RAID 6 active?","For our final storage comparison, write this technical question to the vendor: ""What is the maximum sustained write rate with encryption enabled and 6 active RAID?""",,dataset_system_prompt,False,0.9631901840490797,0.9239799145192898,0.15384615384615385,1.0123456790123457,103,31,0.5931383749998531,52.26436411235014
V38,voiceink-validation,VoiceInk validation sample,1209,1209,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),for the production system prompt please turn the model instructions into a numbered priority list colon safety constraints first output schema second and style preferences third,"For the production system prompt, please turn the model instructions into a numbered priority list:
1. Safety constraints
2. Output schema
3. Style preferences","1. Safety Constraints
2. Output Schema
3. Style Preferences",,dataset_system_prompt,False,0.5137614678899083,0.31853882136441686,0.8571428571428571,0.3710691823899371,100,14,0.4025617500001317,34.77727330029597
V39,voiceink-validation,VoiceInk validation sample,1412,1412,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),class reminder colon the ecology quiz is next monday not this friday and chapters six through eight are included new line bring a pencil your field notebook and the calculator you used in lab,"Class reminder: The ecology quiz is next Monday, not this Friday, and Chapters 6 through 8 are included.
Bring a pencil, your field notebook, and the calculator you used in lab.","Reminder: The ecology quiz is next Monday, not this Friday. Chapters 6 through 8 are included. New line: Bring a pencil, your field notebook, and the calculator you used in lab.",,dataset_system_prompt,False,0.9265536723163842,0.8890669156234174,0.26666666666666666,1.0,108,41,0.7063437080000767,58.045395656013326
V40,voiceink-validation,VoiceInk validation sample,1434,1434,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),can you ask the pool manager whether lane four will be open for lap swimming from six to seven tomorrow comma or is the regional team still using all the deep lanes question mark,"Can you ask the pool manager whether Lane 4 will be open for lap swimming from 6:00 to 7:00 tomorrow, or is the regional team still using all the deep lanes?",Can you ask the pool manager whether lane four will be open for lap swimming from 6 to 7 tomorrow? Or is the regional team still using all the deep lanes?,,dataset_system_prompt,False,0.9453376205787781,0.812069348017544,0.1935483870967742,0.9808917197452229,108,35,0.6435839999999189,54.38295544948975
V41,voiceink-validation,VoiceInk validation sample,1465,1465,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),dispatch this is unit forty six we have smoke showing from a detached garage at eight twelve birch lane no visible flames yet send one additional engine and advise police the driveway is blocked,"Dispatch, this is Unit 46. We have smoke showing from a detached garage at 812 Birch Lane. No visible flames yet. Send 1 additional engine, and advise police that the driveway is blocked.",Dispatch this is Unit 46. We have smoke showing from a detached garage at 8:12 Birch Lane. No visible flames yet. Send one additional engine and advise police. The driveway is blocked.,,dataset_system_prompt,False,0.9595687331536388,0.8470664556923841,0.21212121212121213,0.983957219251337,109,43,0.7267203749997861,59.16993864388714
V42,voiceink-validation,VoiceInk validation sample,1469,1469,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),radio check colon team bravo can hear command clearly but but command is not receiving bravo on channel three should we switch to channel five or return to the staging area question mark,"Radio check: Team Bravo can hear Command clearly, but Command is not receiving Bravo on Channel 3. Should we switch to Channel 5 or return to the staging area?","Radio check: Colon team Bravo can hear command clearly, but command is not receiving Bravo on Channel 3. Should we switch to Channel 5 or return to the staging area?",,dataset_system_prompt,False,0.962962962962963,0.8987809979695441,0.13793103448275862,1.0377358490566038,107,36,0.6581164999997782,54.7015611977699
V43,voiceink-validation,VoiceInk validation sample,1479,1479,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),the boarding reservation is for two rabbits from october six through october tenth can they share the larger enclosure and do we need to bring their usual pellets question mark,"The boarding reservation is for 2 rabbits from October 6 through October 10. Can they share the larger enclosure, and do we need to bring their usual pellets?",The boarding reservation is for two rabbits from October 6 through October 10. Can they share the larger enclosure? Do we need to bring their usual pellets?,,dataset_system_prompt,False,0.9617834394904459,0.8968553629666646,0.14285714285714285,0.9873417721518988,106,33,0.6318315419998726,52.229111410849214
V44,voiceink-validation,VoiceInk validation sample,1510,1510,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),can you transcribe the handwritten caption exactly comma including the crossed out surname but mark uncertain letters with square brackets question mark dont modernize the spelling,"Can you transcribe the handwritten caption exactly, including the crossed-out surname, but mark uncertain letters with square brackets? Don’t modernize the spelling.",can you transcribe the handwritten caption exactly comma including the crossed out surname but mark uncertain letters with square brackets question mark dont modernize the spelling,,dataset_system_prompt,False,0.9101449275362319,0.7977299395955209,0.5,1.0909090909090908,102,28,0.566618415999983,49.41597238872808
V45,voiceink-validation,VoiceInk validation sample,1544,1544,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),could you categorize the bike lock under transportation comma not recreation and split the ninety dollar hardware store purchase into sixty five home repair and twenty five garden question mark,"Could you categorize the bike lock under Transportation, not Recreation, and split the $90 hardware-store purchase into $65 for Home Repair and $25 for Garden?","Bike lock categorized under transportation.
Ninety dollar hardware store purchase split into:
- 65 home repair
- 25 garden",,dataset_system_prompt,False,0.6334519572953736,0.3560181683018623,0.92,0.7672955974842768,105,31,0.6059702500001549,51.157626962696725
V46,voiceink-validation,VoiceInk validation sample,1545,1545,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),dear loan officer ive attached pay stubs for may and june but the april file is missing from my employers portal period is a bank statement acceptable instead question mark sincerely comma remy,"Dear Loan Officer,

I’ve attached pay stubs for May and June, but the April file is missing from my employer’s portal. Is a bank statement acceptable instead?

Sincerely,
Remy","Dear Loan Officer,

I have attached pay stubs for May and June. However, the April file is missing from my employer's portal.

Please accept my sincere apologies. A bank statement is acceptable instead.

Remy",,dataset_system_prompt,False,0.814621409921671,0.7269595167224611,0.5,1.1885714285714286,111,46,0.7866622500000631,58.474904573082426
V47,voiceink-validation,VoiceInk validation sample,1621,1621,old-cleanup-0.8b,Old Cleanup 0.8B (Aug 1 checkpoint),could you explain why the estimate lists three point five labor hours for the alternator the phone quote said two hours and and did not mention a diagnostic fee question mark,Could you explain why the estimate lists 3.5 labor hours for the alternator? The phone quote said 2 hours and did not mention a diagnostic fee.,The estimate lists three 1.5 hours for the alternator. The phone quote said two hours and did not mention a diagnostic fee.,,dataset_system_prompt,False,0.8345864661654135,0.6968231140494487,0.34615384615384615,0.8601398601398601,106,28,0.5930309159998615,47.21507638904704
